s,m,m,m,m,m,m,m,m,m,m,m,m,m,m,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"SD.000","SD.001","SD.002","SD.003","SD.004","SD.005","SD.006","SD.007","SD.008","SD.009","SD.010","SD.011","SD.012","SD.013","TD.000","TD.001","TD.002","TD.003","TD.004","TD.005","TD.006","TD.007","TD.008","TD.009","TD.010","TD.011","TD.012","TD.013","TD.014"
 2.0423800E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0000411E+001, 2.0000225E+001, 2.0000491E+001, 2.0000291E+001, 2.0000634E+001, 2.0000525E+001, 2.0000865E+001, 2.0000089E+001, 2.0000345E+001, 2.0000156E+001, 2.0000764E+001, 2.0000271E+001, 1.9999890E+001, 2.0000102E+001
 2.1030447E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0000450E+001, 2.0000250E+001, 2.0000514E+001, 2.0000322E+001, 2.0000663E+001, 2.0000551E+001, 2.0000907E+001, 2.0000111E+001, 2.0000373E+001, 2.0000188E+001, 2.0000804E+001, 2.0000299E+001, 1.9999910E+001, 2.0000130E+001
 2.1637095E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0000495E+001, 2.0000280E+001, 2.0000540E+001, 2.0000357E+001, 2.0000696E+001, 2.0000580E+001, 2.0000952E+001, 2.0000137E+001, 2.0000406E+001, 2.0000224E+001, 2.0000848E+001, 2.0000332E+001, 1.9999933E+001, 2.0000162E+001
 2.2243742E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0000544E+001, 2.0000314E+001, 2.0000571E+001, 2.0000396E+001, 2.0000733E+001, 2.0000612E+001, 2.0001002E+001, 2.0000168E+001, 2.0000442E+001, 2.0000265E+001, 2.0000896E+001, 2.0000368E+001, 1.9999961E+001, 2.0000198E+001
 2.2850390E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0000600E+001, 2.0000352E+001, 2.0000606E+001, 2.0000440E+001, 2.0000774E+001, 2.0000650E+001, 2.0001055E+001, 2.0000203E+001, 2.0000483E+001, 2.0000310E+001, 2.0000948E+001, 2.0000409E+001, 1.9999994E+001, 2.0000239E+001
 2.3457037E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0000662E+001, 2.0000396E+001, 2.0000647E+001, 2.0000489E+001, 2.0000820E+001, 2.0000692E+001, 2.0001114E+001, 2.0000243E+001, 2.0000530E+001, 2.0000360E+001, 2.0001006E+001, 2.0000455E+001, 2.0000032E+001, 2.0000286E+001
 2.4063685E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0000730E+001, 2.0000445E+001, 2.0000693E+001, 2.0000544E+001, 2.0000871E+001, 2.0000740E+001, 2.0001179E+001, 2.0000288E+001, 2.0000581E+001, 2.0000417E+001, 2.0001069E+001, 2.0000507E+001, 2.0000076E+001, 2.0000338E+001
 2.4670332E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0000805E+001, 2.0000500E+001, 2.0000745E+001, 2.0000605E+001, 2.0000928E+001, 2.0000793E+001, 2.0001249E+001, 2.0000340E+001, 2.0000639E+001, 2.0000479E+001, 2.0001138E+001, 2.0000565E+001, 2.0000125E+001, 2.0000397E+001
 2.5276980E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0000888E+001, 2.0000562E+001, 2.0000803E+001, 2.0000672E+001, 2.0000992E+001, 2.0000853E+001, 2.0001325E+001, 2.0000398E+001, 2.0000703E+001, 2.0000549E+001, 2.0001213E+001, 2.0000629E+001, 2.0000182E+001, 2.0000462E+001
 2.5883627E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0000979E+001, 2.0000630E+001, 2.0000869E+001, 2.0000747E+001, 2.0001063E+001, 2.0000920E+001, 2.0001408E+001, 2.0000464E+001, 2.0000774E+001, 2.0000626E+001, 2.0001296E+001, 2.0000701E+001, 2.0000246E+001, 2.0000535E+001
 2.6490275E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0001078E+001, 2.0000707E+001, 2.0000942E+001, 2.0000829E+001, 2.0001140E+001, 2.0000995E+001, 2.0001499E+001, 2.0000536E+001, 2.0000853E+001, 2.0000710E+001, 2.0001386E+001, 2.0000780E+001, 2.0000317E+001, 2.0000615E+001
 2.7096922E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0001187E+001, 2.0000792E+001, 2.0001024E+001, 2.0000919E+001, 2.0001226E+001, 2.0001077E+001, 2.0001597E+001, 2.0000617E+001, 2.0000940E+001, 2.0000803E+001, 2.0001484E+001, 2.0000868E+001, 2.0000397E+001, 2.0000704E+001
 2.7602462E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0001297E+001, 2.0000877E+001, 2.0001106E+001, 2.0001009E+001, 2.0001312E+001, 2.0001160E+001, 2.0001695E+001, 2.0000699E+001, 2.0001027E+001, 2.0000895E+001, 2.0001581E+001, 2.0000955E+001, 2.0000477E+001, 2.0000793E+001
 2.8209110E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0001416E+001, 2.0000969E+001, 2.0001196E+001, 2.0001107E+001, 2.0001406E+001, 2.0001251E+001, 2.0001800E+001, 2.0000788E+001, 2.0001122E+001, 2.0000996E+001, 2.0001686E+001, 2.0001051E+001, 2.0000565E+001, 2.0000890E+001
 2.8815757E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0001556E+001, 2.0001080E+001, 2.0001303E+001, 2.0001223E+001, 2.0001518E+001, 2.0001359E+001, 2.0001924E+001, 2.0000895E+001, 2.0001235E+001, 2.0001115E+001, 2.0001810E+001, 2.0001164E+001, 2.0000671E+001, 2.0001005E+001
 2.9422405E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0001710E+001, 2.0001202E+001, 2.0001422E+001, 2.0001351E+001, 2.0001640E+001, 2.0001478E+001, 2.0002058E+001, 2.0001013E+001, 2.0001358E+001, 2.0001246E+001, 2.0001944E+001, 2.0001289E+001, 2.0000788E+001, 2.0001132E+001
 3.0029052E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0001878E+001, 2.0001336E+001, 2.0001552E+001, 2.0001490E+001, 2.0001774E+001, 2.0001608E+001, 2.0002204E+001, 2.0001143E+001, 2.0001494E+001, 2.0001388E+001, 2.0002090E+001, 2.0001425E+001, 2.0000917E+001, 2.0001270E+001
 3.0635700E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0002059E+001, 2.0001482E+001, 2.0001695E+001, 2.0001641E+001, 2.0001920E+001, 2.0001751E+001, 2.0002362E+001, 2.0001285E+001, 2.0001641E+001, 2.0001542E+001, 2.0002249E+001, 2.0001574E+001, 2.0001058E+001, 2.0001421E+001
 3.1242347E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0002256E+001, 2.0001641E+001, 2.0001850E+001, 2.0001805E+001, 2.0002079E+001, 2.0001907E+001, 2.0002532E+001, 2.0001440E+001, 2.0001802E+001, 2.0001710E+001, 2.0002420E+001, 2.0001735E+001, 2.0001212E+001, 2.0001585E+001
 3.1848995E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0002467E+001, 2.0001813E+001, 2.0002020E+001, 2.0001983E+001, 2.0002251E+001, 2.0002076E+001, 2.0002716E+001, 2.0001609E+001, 2.0001976E+001, 2.0001891E+001, 2.0002604E+001, 2.0001911E+001, 2.0001380E+001, 2.0001762E+001
 3.2455642E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0002696E+001, 2.0002000E+001, 2.0002203E+001, 2.0002175E+001, 2.0002437E+001, 2.0002259E+001, 2.0002913E+001, 2.0001792E+001, 2.0002164E+001, 2.0002086E+001, 2.0002802E+001, 2.0002100E+001, 2.0001562E+001, 2.0001954E+001
 3.3062290E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0002944E+001, 2.0002203E+001, 2.0002403E+001, 2.0002383E+001, 2.0002640E+001, 2.0002458E+001, 2.0003127E+001, 2.0001992E+001, 2.0002368E+001, 2.0002298E+001, 2.0003017E+001, 2.0002306E+001, 2.0001760E+001, 2.0002163E+001
 3.3668937E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0003210E+001, 2.0002422E+001, 2.0002619E+001, 2.0002607E+001, 2.0002858E+001, 2.0002674E+001, 2.0003356E+001, 2.0002208E+001, 2.0002589E+001, 2.0002526E+001, 2.0003247E+001, 2.0002529E+001, 2.0001975E+001, 2.0002387E+001
 3.4275585E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0003496E+001, 2.0002658E+001, 2.0002852E+001, 2.0002848E+001, 2.0003093E+001, 2.0002906E+001, 2.0003602E+001, 2.0002441E+001, 2.0002826E+001, 2.0002770E+001, 2.0003494E+001, 2.0002768E+001, 2.0002207E+001, 2.0002628E+001
 3.4882232E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0003801E+001, 2.0002912E+001, 2.0003104E+001, 2.0003107E+001, 2.0003347E+001, 2.0003156E+001, 2.0003866E+001, 2.0002693E+001, 2.0003082E+001, 2.0003033E+001, 2.0003758E+001, 2.0003026E+001, 2.0002457E+001, 2.0002888E+001
 3.5488880E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0004130E+001, 2.0003186E+001, 2.0003374E+001, 2.0003385E+001, 2.0003619E+001, 2.0003425E+001, 2.0004148E+001, 2.0002964E+001, 2.0003356E+001, 2.0003315E+001, 2.0004041E+001, 2.0003302E+001, 2.0002725E+001, 2.0003167E+001
 3.6095527E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0004480E+001, 2.0003478E+001, 2.0003664E+001, 2.0003682E+001, 2.0003909E+001, 2.0003714E+001, 2.0004449E+001, 2.0003254E+001, 2.0003649E+001, 2.0003616E+001, 2.0004343E+001, 2.0003598E+001, 2.0003013E+001, 2.0003465E+001
 3.6601067E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0004821E+001, 2.0003763E+001, 2.0003947E+001, 2.0003972E+001, 2.0004193E+001, 2.0003995E+001, 2.0004742E+001, 2.0003537E+001, 2.0003934E+001, 2.0003909E+001, 2.0004636E+001, 2.0003886E+001, 2.0003294E+001, 2.0003755E+001
 3.7207714E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0005185E+001, 2.0004066E+001, 2.0004247E+001, 2.0004279E+001, 2.0004494E+001, 2.0004294E+001, 2.0005052E+001, 2.0003838E+001, 2.0004238E+001, 2.0004219E+001, 2.0004947E+001, 2.0004192E+001, 2.0003593E+001, 2.0004063E+001
 3.7814362E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0005604E+001, 2.0004416E+001, 2.0004596E+001, 2.0004634E+001, 2.0004843E+001, 2.0004640E+001, 2.0005410E+001, 2.0004186E+001, 2.0004589E+001, 2.0004578E+001, 2.0005306E+001, 2.0004546E+001, 2.0003940E+001, 2.0004419E+001
 3.8421009E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0006051E+001, 2.0004789E+001, 2.0004966E+001, 2.0005012E+001, 2.0005214E+001, 2.0005009E+001, 2.0005790E+001, 2.0004557E+001, 2.0004963E+001, 2.0004960E+001, 2.0005686E+001, 2.0004923E+001, 2.0004309E+001, 2.0004798E+001
 3.9063042E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0006539E+001, 2.0005198E+001, 2.0005373E+001, 2.0005425E+001, 2.0005620E+001, 2.0005413E+001, 2.0006206E+001, 2.0004964E+001, 2.0005372E+001, 2.0005377E+001, 2.0006102E+001, 2.0005335E+001, 2.0004714E+001, 2.0005213E+001
 3.9603967E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0007032E+001, 2.0005611E+001, 2.0005784E+001, 2.0005842E+001, 2.0006031E+001, 2.0005823E+001, 2.0006625E+001, 2.0005376E+001, 2.0005785E+001, 2.0005798E+001, 2.0006522E+001, 2.0005752E+001, 2.0005123E+001, 2.0005631E+001
 4.0235046E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0007549E+001, 2.0006043E+001, 2.0006214E+001, 2.0006278E+001, 2.0006460E+001, 2.0006250E+001, 2.0007062E+001, 2.0005806E+001, 2.0006217E+001, 2.0006237E+001, 2.0006960E+001, 2.0006188E+001, 2.0005552E+001, 2.0006068E+001
 4.0866125E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0008136E+001, 2.0006535E+001, 2.0006704E+001, 2.0006774E+001, 2.0006949E+001, 2.0006738E+001, 2.0007559E+001, 2.0006296E+001, 2.0006709E+001, 2.0006737E+001, 2.0007458E+001, 2.0006684E+001, 2.0006040E+001, 2.0006566E+001
 4.1407049E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0008713E+001, 2.0007017E+001, 2.0007186E+001, 2.0007261E+001, 2.0007429E+001, 2.0007216E+001, 2.0008046E+001, 2.0006777E+001, 2.0007191E+001, 2.0007227E+001, 2.0007946E+001, 2.0007170E+001, 2.0006519E+001, 2.0007054E+001
 4.2038128E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0009319E+001, 2.0007525E+001, 2.0007693E+001, 2.0007773E+001, 2.0007934E+001, 2.0007721E+001, 2.0008559E+001, 2.0007284E+001, 2.0007699E+001, 2.0007743E+001, 2.0008460E+001, 2.0007683E+001, 2.0007025E+001, 2.0007568E+001
 4.2629272E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0009985E+001, 2.0008082E+001, 2.0008250E+001, 2.0008334E+001, 2.0008487E+001, 2.0008274E+001, 2.0009120E+001, 2.0007839E+001, 2.0008256E+001, 2.0008307E+001, 2.0009021E+001, 2.0008244E+001, 2.0007579E+001, 2.0008130E+001
 4.3270636E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0010699E+001, 2.0008679E+001, 2.0008846E+001, 2.0008934E+001, 2.0009081E+001, 2.0008866E+001, 2.0009720E+001, 2.0008435E+001, 2.0008852E+001, 2.0008911E+001, 2.0009623E+001, 2.0008846E+001, 2.0008173E+001, 2.0008733E+001
 4.3831829E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0011434E+001, 2.0009289E+001, 2.0009456E+001, 2.0009548E+001, 2.0009687E+001, 2.0009473E+001, 2.0010333E+001, 2.0009044E+001, 2.0009461E+001, 2.0009528E+001, 2.0010237E+001, 2.0009461E+001, 2.0008781E+001, 2.0009348E+001
 4.4473193E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0012210E+001, 2.0009930E+001, 2.0010098E+001, 2.0010193E+001, 2.0010325E+001, 2.0010110E+001, 2.0010977E+001, 2.0009684E+001, 2.0010102E+001, 2.0010177E+001, 2.0010882E+001, 2.0010107E+001, 2.0009421E+001, 2.0009995E+001
 4.5034386E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0013032E+001, 2.0010601E+001, 2.0010770E+001, 2.0010868E+001, 2.0010993E+001, 2.0010778E+001, 2.0011652E+001, 2.0010355E+001, 2.0010773E+001, 2.0010856E+001, 2.0011558E+001, 2.0010784E+001, 2.0010091E+001, 2.0010672E+001
 4.5675750E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0013900E+001, 2.0011306E+001, 2.0011476E+001, 2.0011577E+001, 2.0011694E+001, 2.0011479E+001, 2.0012358E+001, 2.0011059E+001, 2.0011477E+001, 2.0011568E+001, 2.0012266E+001, 2.0011494E+001, 2.0010795E+001, 2.0011383E+001
 4.6236943E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0014821E+001, 2.0012042E+001, 2.0012213E+001, 2.0012316E+001, 2.0012425E+001, 2.0012211E+001, 2.0013096E+001, 2.0011794E+001, 2.0012212E+001, 2.0012311E+001, 2.0013005E+001, 2.0012234E+001, 2.0011530E+001, 2.0012124E+001
 4.6878306E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 2.0015803E+001, 2.0012813E+001, 2.0012986E+001, 2.0013091E+001, 2.0013193E+001, 2.0012980E+001, 2.0013869E+001, 2.0012566E+001, 2.0012982E+001, 2.0013090E+001, 2.0013779E+001, 2.0013011E+001, 2.0012302E+001, 2.0012901E+001
