s,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"SD.000","SD.001","SD.002","SD.003","SD.004","SD.005","SD.006","SD.007","SD.008","SD.009","SD.010","SD.011","SD.012","SD.013","SD.014","SD.015","SD.016","SD.017","SD.018","SD.019","SD.020","SD.021","SD.022","SD.023","SD.024","SD.025","SD.026","SD.027","SD.028","SD.029","SD.030","SD.201","SD.202","SD.203","SD.204","SD.205","SD.206","SD.207","SD.208","SD.209","SD.210","SD.211","SD.212","SD.213","SD.214","SD.215","SD.216","SD.217","SD.218","SD.219","SD.220","SD.221","SD.222","SD.223","SD.224","SD.225","SD.226","SD.227","SD.228","SD.229","SD.230","SD.231","TD.000","TD.001","TD.002","TD.003","TD.004","TD.005","TD.006","TD.007","TD.008","TD.009","TD.010","TD.011","TD.012","TD.013","TD.014","TD.015","TD.016","TD.017","TD.018","TD.019","TD.020","TD.021","TD.022","TD.023","TD.024","TD.025","TD.026","TD.027","TD.028","TD.029","TD.030","TD.201","TD.202","TD.203","TD.204","TD.205","TD.206","TD.207","TD.208","TD.209","TD.210","TD.211","TD.212","TD.213","TD.214","TD.215","TD.216","TD.217","TD.218","TD.219","TD.220","TD.221","TD.222","TD.223","TD.224","TD.225","TD.226","TD.227","TD.228","TD.229","TD.230","TD.231"
 1.2121100E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 7.6242500E+000, 1.0667727E+001, 7.5301041E+000, 6.1011864E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.9999653E+001, 1.9999540E+001, 1.9999665E+001, 2.0000562E+001, 1.9999862E+001, 2.0000280E+001, 1.9999636E+001, 1.9999309E+001, 2.0000343E+001, 1.9999339E+001, 1.9999141E+001, 1.9999894E+001, 2.0000303E+001, 2.0000182E+001, 2.0000126E+001, 1.9999520E+001, 1.9999719E+001, 1.9998040E+001, 2.0000672E+001, 2.0000006E+001, 2.0000501E+001, 2.0000204E+001, 1.9999891E+001, 2.0001117E+001, 6.4316341E+001, 5.6563747E+001, 1.9999557E+001, 1.9999002E+001, 2.0007002E+001, 7.9482745E+001, 7.3591853E+001, 2.0000307E+001, 1.9999949E+001, 2.0003142E+001, 2.0004319E+001, 2.0030609E+001, 2.0000652E+001, 2.0000362E+001, 2.0000036E+001, 2.0000432E+001, 2.0000617E+001, 2.0000998E+001, 1.9999745E+001, 1.9998915E+001, 2.0000553E+001, 2.0000379E+001, 1.9999844E+001, 1.9999680E+001, 2.0000200E+001, 1.9997821E+001, 2.0000435E+001, 1.9999164E+001, 2.0000244E+001, 1.9999487E+001, 1.9999867E+001, 2.0000321E+001, 2.0000319E+001, 2.0000164E+001, 2.0000465E+001, 1.9999979E+001, 2.0000307E+001, 1.9999484E+001
 1.2180852E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 7.3841096E+000, 1.0177345E+001, 6.9531496E+000, 6.2751270E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.9999662E+001, 1.9999536E+001, 1.9999668E+001, 2.0000557E+001, 1.9999869E+001, 2.0000283E+001, 1.9999627E+001, 1.9999276E+001, 2.0000348E+001, 1.9999326E+001, 1.9999119E+001, 1.9999891E+001, 2.0000311E+001, 2.0000173E+001, 2.0000122E+001, 1.9999496E+001, 1.9999729E+001, 1.9997930E+001, 2.0000659E+001, 1.9999975E+001, 2.0000492E+001, 2.0000186E+001, 1.9999892E+001, 2.0001286E+001, 6.4309894E+001, 5.8336683E+001, 1.9999535E+001, 1.9998858E+001, 2.0007437E+001, 7.9997587E+001, 6.8248705E+001, 2.0000398E+001, 2.0000000E+001, 2.0003514E+001, 2.0004464E+001, 2.0077638E+001, 2.0000695E+001, 2.0000364E+001, 2.0000035E+001, 2.0000440E+001, 2.0000619E+001, 2.0000994E+001, 1.9999753E+001, 1.9998913E+001, 2.0000569E+001, 2.0000380E+001, 1.9999846E+001, 1.9999666E+001, 2.0000208E+001, 1.9997747E+001, 2.0000435E+001, 1.9999147E+001, 2.0000262E+001, 1.9999490E+001, 1.9999871E+001, 2.0000313E+001, 2.0000324E+001, 2.0000163E+001, 2.0000459E+001, 1.9999980E+001, 2.0000305E+001, 1.9999482E+001
 1.2242125E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 7.3899353E+000, 9.8960502E+000, 7.6071270E+000, 6.0811920E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.9999672E+001, 1.9999532E+001, 1.9999672E+001, 2.0000551E+001, 1.9999876E+001, 2.0000286E+001, 1.9999618E+001, 1.9999241E+001, 2.0000352E+001, 1.9999314E+001, 1.9999094E+001, 1.9999888E+001, 2.0000319E+001, 2.0000164E+001, 2.0000117E+001, 1.9999470E+001, 1.9999739E+001, 1.9997811E+001, 2.0000644E+001, 1.9999943E+001, 2.0000480E+001, 2.0000165E+001, 1.9999893E+001, 2.0001525E+001, 6.4680246E+001, 5.9817554E+001, 1.9999510E+001, 1.9998713E+001, 2.0008527E+001, 8.2634031E+001, 6.2334844E+001, 2.0000535E+001, 2.0000071E+001, 2.0003887E+001, 2.0004571E+001, 2.0118107E+001, 2.0000737E+001, 2.0000372E+001, 2.0000035E+001, 2.0000449E+001, 2.0000621E+001, 2.0000989E+001, 1.9999762E+001, 1.9998910E+001, 2.0000586E+001, 2.0000380E+001, 1.9999849E+001, 1.9999653E+001, 2.0000217E+001, 1.9997673E+001, 2.0000435E+001, 1.9999129E+001, 2.0000280E+001, 1.9999492E+001, 1.9999877E+001, 2.0000305E+001, 2.0000329E+001, 2.0000163E+001, 2.0000452E+001, 1.9999982E+001, 2.0000303E+001, 1.9999479E+001
 1.2302120E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 7.2249393E+000, 9.9708564E+000, 7.5316973E+000, 5.7243296E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.9999683E+001, 1.9999527E+001, 1.9999676E+001, 2.0000546E+001, 1.9999883E+001, 2.0000289E+001, 1.9999608E+001, 1.9999204E+001, 2.0000355E+001, 1.9999303E+001, 1.9999068E+001, 1.9999884E+001, 2.0000328E+001, 2.0000155E+001, 2.0000112E+001, 1.9999443E+001, 1.9999750E+001, 1.9997689E+001, 2.0000628E+001, 1.9999911E+001, 2.0000466E+001, 2.0000143E+001, 1.9999894E+001, 2.0001852E+001, 6.6932958E+001, 6.0420783E+001, 1.9999484E+001, 1.9998577E+001, 2.0011960E+001, 8.5776850E+001, 7.8241790E+001, 2.0000722E+001, 2.0000163E+001, 2.0004247E+001, 2.0004585E+001, 2.0130938E+001, 2.0000777E+001, 2.0000384E+001, 2.0000034E+001, 2.0000458E+001, 2.0000623E+001, 2.0000985E+001, 1.9999771E+001, 1.9998909E+001, 2.0000603E+001, 2.0000380E+001, 1.9999850E+001, 1.9999641E+001, 2.0000226E+001, 1.9997601E+001, 2.0000434E+001, 1.9999111E+001, 2.0000298E+001, 1.9999494E+001, 1.9999882E+001, 2.0000296E+001, 2.0000334E+001, 2.0000164E+001, 2.0000446E+001, 1.9999985E+001, 2.0000302E+001, 1.9999477E+001
 1.2361219E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 6.8234128E+000, 1.0436372E+001, 7.8621876E+000, 5.7320520E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.9999693E+001, 1.9999523E+001, 1.9999680E+001, 2.0000541E+001, 1.9999890E+001, 2.0000292E+001, 1.9999598E+001, 1.9999168E+001, 2.0000358E+001, 1.9999292E+001, 1.9999040E+001, 1.9999881E+001, 2.0000336E+001, 2.0000145E+001, 2.0000107E+001, 1.9999414E+001, 1.9999760E+001, 1.9997564E+001, 2.0000610E+001, 1.9999878E+001, 2.0000451E+001, 2.0000121E+001, 1.9999894E+001, 2.0002252E+001, 6.7562930E+001, 6.0473129E+001, 1.9999457E+001, 1.9998462E+001, 2.0024102E+001, 8.3150619E+001, 6.6946863E+001, 2.0000936E+001, 2.0000274E+001, 2.0004554E+001, 2.0004530E+001, 2.0109418E+001, 2.0000808E+001, 2.0000402E+001, 2.0000035E+001, 2.0000467E+001, 2.0000624E+001, 2.0000981E+001, 1.9999780E+001, 1.9998908E+001, 2.0000619E+001, 2.0000380E+001, 1.9999851E+001, 1.9999629E+001, 2.0000234E+001, 1.9997535E+001, 2.0000433E+001, 1.9999093E+001, 2.0000315E+001, 1.9999494E+001, 1.9999888E+001, 2.0000287E+001, 2.0000340E+001, 2.0000164E+001, 2.0000439E+001, 1.9999987E+001, 2.0000300E+001, 1.9999474E+001
 1.2421072E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 6.8215891E+000, 1.0892864E+001, 6.4337087E+000, 6.1075886E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.9999703E+001, 1.9999518E+001, 1.9999683E+001, 2.0000536E+001, 1.9999896E+001, 2.0000294E+001, 1.9999588E+001, 1.9999130E+001, 2.0000360E+001, 1.9999282E+001, 1.9999010E+001, 1.9999878E+001, 2.0000345E+001, 2.0000135E+001, 2.0000102E+001, 1.9999386E+001, 1.9999769E+001, 1.9997436E+001, 2.0000590E+001, 1.9999845E+001, 2.0000435E+001, 2.0000098E+001, 1.9999893E+001, 2.0002723E+001, 6.6612337E+001, 6.0404001E+001, 1.9999429E+001, 1.9998368E+001, 2.0096326E+001, 8.0598090E+001, 7.0105034E+001, 2.0001193E+001, 2.0000415E+001, 2.0004793E+001, 2.0004499E+001, 2.0065685E+001, 2.0000833E+001, 2.0000421E+001, 2.0000036E+001, 2.0000477E+001, 2.0000626E+001, 2.0000977E+001, 1.9999789E+001, 1.9998910E+001, 2.0000634E+001, 2.0000380E+001, 1.9999851E+001, 1.9999617E+001, 2.0000242E+001, 1.9997477E+001, 2.0000431E+001, 1.9999075E+001, 2.0000331E+001, 1.9999494E+001, 1.9999894E+001, 2.0000279E+001, 2.0000345E+001, 2.0000164E+001, 2.0000433E+001, 1.9999989E+001, 2.0000298E+001, 1.9999471E+001
 1.2482252E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 7.2460745E+000, 1.0659716E+001, 6.1971189E+000, 6.2138973E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.9999714E+001, 1.9999513E+001, 1.9999687E+001, 2.0000531E+001, 1.9999903E+001, 2.0000296E+001, 1.9999577E+001, 1.9999091E+001, 2.0000362E+001, 1.9999270E+001, 1.9998975E+001, 1.9999874E+001, 2.0000354E+001, 2.0000124E+001, 2.0000098E+001, 1.9999355E+001, 1.9999779E+001, 1.9997299E+001, 2.0000567E+001, 1.9999811E+001, 2.0000417E+001, 2.0000075E+001, 1.9999888E+001, 2.0003273E+001, 6.4774109E+001, 6.0580370E+001, 1.9999399E+001, 1.9998288E+001, 2.0174694E+001, 7.8096971E+001, 7.4601143E+001, 2.0061414E+001, 2.0000601E+001, 2.0005025E+001, 2.0004498E+001, 2.0033020E+001, 2.0000854E+001, 2.0000439E+001, 2.0000037E+001, 2.0000486E+001, 2.0000627E+001, 2.0000972E+001, 1.9999799E+001, 1.9998914E+001, 2.0000650E+001, 2.0000380E+001, 1.9999850E+001, 1.9999606E+001, 2.0000251E+001, 1.9997426E+001, 2.0000429E+001, 1.9999056E+001, 2.0000348E+001, 1.9999494E+001, 1.9999900E+001, 2.0000270E+001, 2.0000350E+001, 2.0000164E+001, 2.0000427E+001, 1.9999992E+001, 2.0000296E+001, 1.9999469E+001
 1.2541625E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 7.5991072E+000, 9.7363524E+000, 6.3154738E+000, 6.2020823E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.9999725E+001, 1.9999508E+001, 1.9999690E+001, 2.0000525E+001, 1.9999910E+001, 2.0000297E+001, 1.9999566E+001, 1.9999050E+001, 2.0000364E+001, 1.9999258E+001, 1.9998936E+001, 1.9999870E+001, 2.0000363E+001, 2.0000113E+001, 2.0000094E+001, 1.9999323E+001, 1.9999788E+001, 1.9997157E+001, 2.0000540E+001, 1.9999777E+001, 2.0000399E+001, 2.0000053E+001, 1.9999881E+001, 2.0003871E+001, 6.1122067E+001, 6.2447421E+001, 1.9999367E+001, 1.9998218E+001, 2.0197704E+001, 7.3594116E+001, 7.7140222E+001, 2.1161459E+001, 2.0000833E+001, 2.0005301E+001, 2.0004540E+001, 2.0016294E+001, 2.0000869E+001, 2.0000458E+001, 2.0000039E+001, 2.0000496E+001, 2.0000628E+001, 2.0000967E+001, 1.9999808E+001, 1.9998921E+001, 2.0000664E+001, 2.0000380E+001, 1.9999849E+001, 1.9999595E+001, 2.0000260E+001, 1.9997385E+001, 2.0000425E+001, 1.9999036E+001, 2.0000364E+001, 1.9999492E+001, 1.9999908E+001, 2.0000261E+001, 2.0000356E+001, 2.0000165E+001, 2.0000421E+001, 1.9999994E+001, 2.0000294E+001, 1.9999466E+001
 1.2600236E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 7.9524834E+000, 8.9631070E+000, 7.0841623E+000, 6.1389956E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.9999737E+001, 1.9999503E+001, 1.9999694E+001, 2.0000520E+001, 1.9999917E+001, 2.0000298E+001, 1.9999555E+001, 1.9999010E+001, 2.0000366E+001, 1.9999247E+001, 1.9998895E+001, 1.9999866E+001, 2.0000371E+001, 2.0000102E+001, 2.0000090E+001, 1.9999292E+001, 1.9999796E+001, 1.9997012E+001, 2.0000511E+001, 1.9999743E+001, 2.0000382E+001, 2.0000033E+001, 1.9999874E+001, 2.0004480E+001, 6.1765663E+001, 6.4645364E+001, 1.9999334E+001, 1.9998157E+001, 2.0206234E+001, 7.8744773E+001, 7.2209436E+001, 2.2935653E+001, 2.0001108E+001, 2.0005653E+001, 2.0004616E+001, 2.0009587E+001, 2.0000880E+001, 2.0000482E+001, 2.0000041E+001, 2.0000505E+001, 2.0000629E+001, 2.0000962E+001, 1.9999817E+001, 1.9998931E+001, 2.0000678E+001, 2.0000379E+001, 1.9999847E+001, 1.9999586E+001, 2.0000269E+001, 1.9997355E+001, 2.0000422E+001, 1.9999017E+001, 2.0000380E+001, 1.9999490E+001, 1.9999915E+001, 2.0000252E+001, 2.0000362E+001, 2.0000165E+001, 2.0000414E+001, 1.9999995E+001, 2.0000292E+001, 1.9999463E+001
 1.2660361E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 8.1067538E+000, 8.5716957E+000, 6.5293279E+000, 5.7869773E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.9999748E+001, 1.9999497E+001, 1.9999697E+001, 2.0000514E+001, 1.9999924E+001, 2.0000298E+001, 1.9999544E+001, 1.9998968E+001, 2.0000367E+001, 1.9999236E+001, 1.9998850E+001, 1.9999862E+001, 2.0000380E+001, 2.0000091E+001, 2.0000087E+001, 1.9999259E+001, 1.9999805E+001, 1.9996859E+001, 2.0000479E+001, 1.9999710E+001, 2.0000363E+001, 2.0000014E+001, 1.9999868E+001, 2.0005080E+001, 6.3201857E+001, 6.5966143E+001, 1.9999300E+001, 1.9998103E+001, 2.0239475E+001, 8.4154979E+001, 7.8666549E+001, 2.3821923E+001, 2.0002678E+001, 2.0006085E+001, 2.0004777E+001, 2.0007051E+001, 2.0000891E+001, 2.0000513E+001, 2.0000043E+001, 2.0000515E+001, 2.0000630E+001, 2.0000957E+001, 1.9999825E+001, 1.9998944E+001, 2.0000691E+001, 2.0000378E+001, 1.9999844E+001, 1.9999576E+001, 2.0000278E+001, 1.9997333E+001, 2.0000417E+001, 1.9998997E+001, 2.0000396E+001, 1.9999487E+001, 1.9999922E+001, 2.0000243E+001, 2.0000367E+001, 2.0000165E+001, 2.0000408E+001, 1.9999997E+001, 2.0000290E+001, 1.9999461E+001
