s,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"SD.000","SD.001","SD.002","SD.003","SD.004","SD.005","SD.006","SD.007","SD.008","SD.009","SD.010","SD.011","SD.012","SD.013","SD.014","SD.015","SD.016","SD.017","SD.018","SD.019","SD.020","SD.021","SD.022","SD.023","SD.024","SD.025","SD.026","SD.027","SD.028","SD.029","SD.030","SD.201","SD.202","SD.203","SD.204","SD.205","SD.206","SD.207","SD.208","SD.209","SD.210","SD.211","SD.212","SD.213","SD.214","SD.215","SD.216","SD.217","SD.218","SD.219","SD.220","SD.221","SD.222","SD.223","SD.224","SD.225","SD.226","SD.227","SD.228","SD.229","SD.230","SD.231","TD.000","TD.001","TD.002","TD.003","TD.004","TD.005","TD.006","TD.007","TD.008","TD.009","TD.010","TD.011","TD.012","TD.013","TD.014","TD.015","TD.016","TD.017","TD.018","TD.019","TD.020","TD.021","TD.022","TD.023","TD.024","TD.025","TD.026","TD.027","TD.028","TD.029","TD.030","TD.201","TD.202","TD.203","TD.204","TD.205","TD.206","TD.207","TD.208","TD.209","TD.210","TD.211","TD.212","TD.213","TD.214","TD.215","TD.216","TD.217","TD.218","TD.219","TD.220","TD.221","TD.222","TD.223","TD.224","TD.225","TD.226","TD.227","TD.228","TD.229","TD.230","TD.231"
 1.6262296E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 7.5174281E+000, 8.5994366E+000, 2.0622854E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.8768460E+001, 2.6719949E+001, 3.0000000E+001, 3.0000000E+001, 4.3306733E+000, 3.8909707E+000, 3.4809273E+000, 6.3259390E+000, 6.1905872E+000, 5.5873462E+000, 4.9269293E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.3842638E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.7572893E+001, 4.6591479E+001, 2.1449717E+001, 2.0454119E+001, 2.1711406E+001, 2.1104499E+001, 2.2072302E+001, 2.8616715E+001, 2.6456232E+001, 2.0007641E+001, 2.0753455E+001, 2.5121457E+001, 2.3940885E+001, 2.0325902E+001, 2.0079337E+001, 2.9839461E+001, 2.7436467E+001, 2.0405743E+001, 2.4831136E+001, 1.1079466E+002, 1.1568944E+002, 6.6359996E+001, 6.0440755E+001, 6.2874639E+001, 2.3300889E+001, 2.4537190E+001, 1.0167316E+002, 6.3811860E+001, 6.6613420E+001, 2.1570025E+001, 2.1930316E+001, 2.0000050E+001, 1.9999491E+001, 1.9999824E+001, 2.0000546E+001, 2.0005918E+001, 1.9999281E+001, 2.0000082E+001, 1.9999931E+001, 2.0001154E+001, 2.1737576E+001, 2.2323190E+001, 2.0694838E+001, 1.9999987E+001, 1.9999815E+001, 1.9999582E+001, 2.0000290E+001, 2.0000087E+001, 1.9999813E+001, 1.9999877E+001, 2.0000185E+001, 2.0000043E+001, 2.0000048E+001, 2.0000291E+001, 2.0000195E+001, 2.0000145E+001, 2.0000034E+001, 1.9999442E+001, 1.9999384E+001, 2.0000655E+001, 2.0000733E+001, 2.0000718E+001
 1.6322703E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 7.6606727E+000, 8.4936735E+000, 2.0390607E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.7974254E+001, 2.5720177E+001, 3.0000000E+001, 3.0000000E+001, 4.1334556E+000, 4.1984339E+000, 3.7472997E+000, 6.2832374E+000, 6.2137058E+000, 5.5371874E+000, 4.8422670E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.3960341E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.7461074E+001, 4.7076823E+001, 2.1470038E+001, 2.0401533E+001, 2.1881166E+001, 2.0852737E+001, 2.2153763E+001, 2.8861467E+001, 2.6584117E+001, 2.0008475E+001, 2.0729595E+001, 2.5304523E+001, 2.3810330E+001, 2.0260469E+001, 2.0076010E+001, 3.0236096E+001, 2.7720083E+001, 2.0482967E+001, 2.4856702E+001, 9.3693174E+001, 1.0735107E+002, 6.5853236E+001, 6.0179794E+001, 6.6038102E+001, 2.3448656E+001, 2.3640563E+001, 9.8114900E+001, 6.3780975E+001, 6.6881474E+001, 2.1555880E+001, 2.2143919E+001, 2.0000044E+001, 1.9999495E+001, 1.9999821E+001, 2.0000584E+001, 2.0005970E+001, 1.9999171E+001, 2.0000120E+001, 1.9999969E+001, 2.0001456E+001, 2.1845629E+001, 2.2374040E+001, 2.0725012E+001, 1.9999985E+001, 1.9999819E+001, 1.9999581E+001, 2.0000288E+001, 2.0000081E+001, 1.9999813E+001, 1.9999880E+001, 2.0000183E+001, 2.0000043E+001, 2.0000048E+001, 2.0000292E+001, 2.0000189E+001, 2.0000144E+001, 2.0000037E+001, 1.9999445E+001, 1.9999391E+001, 2.0000651E+001, 2.0000773E+001, 2.0000710E+001
 1.6380427E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 7.8060210E+000, 8.4083056E+000, 1.9989949E+001, 3.0000000E+001, 3.0000000E+001, 2.9832756E+001, 3.0000000E+001, 3.0000000E+001, 1.7525649E+001, 2.4935529E+001, 3.0000000E+001, 3.0000000E+001, 4.2655493E+000, 4.1812737E+000, 3.9364953E+000, 6.1544014E+000, 6.2584077E+000, 5.5306068E+000, 4.7879615E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.3981999E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.7189649E+001, 4.7256550E+001, 2.1534031E+001, 2.0359597E+001, 2.2032196E+001, 2.0664249E+001, 2.2382677E+001, 2.9444068E+001, 2.6748859E+001, 2.0010373E+001, 2.0683375E+001, 2.5528015E+001, 2.3696878E+001, 2.0207260E+001, 2.0074960E+001, 3.0432650E+001, 2.7872560E+001, 2.0601264E+001, 2.4883307E+001, 8.4591940E+001, 1.1059188E+002, 6.5086134E+001, 6.0224336E+001, 6.7200435E+001, 2.3695912E+001, 2.2934264E+001, 8.6408733E+001, 6.3776821E+001, 6.6889822E+001, 2.1536874E+001, 2.2375187E+001, 2.0000038E+001, 1.9999499E+001, 1.9999819E+001, 2.0000627E+001, 2.0005975E+001, 1.9999076E+001, 2.0000142E+001, 1.9999999E+001, 2.0001766E+001, 2.2063524E+001, 2.2418833E+001, 2.0755322E+001, 1.9999983E+001, 1.9999824E+001, 1.9999581E+001, 2.0000286E+001, 2.0000073E+001, 1.9999811E+001, 1.9999883E+001, 2.0000181E+001, 2.0000042E+001, 2.0000048E+001, 2.0000293E+001, 2.0000185E+001, 2.0000141E+001, 2.0000040E+001, 1.9999448E+001, 1.9999396E+001, 2.0000647E+001, 2.0000814E+001, 2.0000700E+001
 1.6441165E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 7.7629550E+000, 8.3196295E+000, 1.9626660E+001, 2.9186565E+001, 3.0000000E+001, 2.7741112E+001, 3.0000000E+001, 3.0000000E+001, 1.7183507E+001, 2.4213576E+001, 3.0000000E+001, 3.0000000E+001, 4.3331716E+000, 4.0595617E+000, 3.5926482E+000, 6.0424225E+000, 6.3444648E+000, 5.5196440E+000, 4.7613873E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.3845993E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.6909653E+001, 4.7302143E+001, 2.1656831E+001, 2.0327967E+001, 2.2132352E+001, 2.0526101E+001, 2.2697313E+001, 2.9986397E+001, 2.6994156E+001, 2.0015256E+001, 2.0621929E+001, 2.5758534E+001, 2.3626781E+001, 2.0165460E+001, 2.0075537E+001, 3.0488135E+001, 2.8011571E+001, 2.0776611E+001, 2.4898751E+001, 9.3799518E+001, 1.1727574E+002, 6.5919364E+001, 6.0116181E+001, 6.6432344E+001, 2.3940935E+001, 2.2486012E+001, 9.0283431E+001, 6.3588900E+001, 6.6620087E+001, 2.1522621E+001, 2.2620899E+001, 2.0000032E+001, 1.9999502E+001, 1.9999818E+001, 2.0000676E+001, 2.0005954E+001, 1.9998993E+001, 2.0000154E+001, 2.0000025E+001, 2.0002088E+001, 2.2299903E+001, 2.2450868E+001, 2.0786432E+001, 1.9999981E+001, 1.9999831E+001, 1.9999582E+001, 2.0000284E+001, 2.0000067E+001, 1.9999811E+001, 1.9999885E+001, 2.0000179E+001, 2.0000041E+001, 2.0000048E+001, 2.0000295E+001, 2.0000181E+001, 2.0000138E+001, 2.0000041E+001, 1.9999450E+001, 1.9999402E+001, 2.0000642E+001, 2.0000860E+001, 2.0000697E+001
 1.6503226E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 7.6198501E+000, 8.2322542E+000, 1.9223183E+001, 2.7378596E+001, 3.0000000E+001, 2.5301963E+001, 3.0000000E+001, 3.0000000E+001, 1.6925556E+001, 2.3537019E+001, 3.0000000E+001, 3.0000000E+001, 4.6730288E+000, 3.9438188E+000, 3.5039935E+000, 5.8686533E+000, 6.3849734E+000, 5.5055933E+000, 4.7497922E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.3466545E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.7459539E+001, 4.7322367E+001, 2.1827367E+001, 2.0298454E+001, 2.2177313E+001, 2.0424050E+001, 2.3060948E+001, 3.0309159E+001, 2.7234740E+001, 2.0027223E+001, 2.0550892E+001, 2.6013984E+001, 2.3611855E+001, 2.0132224E+001, 2.0076854E+001, 3.0463988E+001, 2.8156528E+001, 2.0965795E+001, 2.4888223E+001, 1.0909755E+002, 1.1918934E+002, 6.6525468E+001, 5.9985577E+001, 6.5566726E+001, 2.4149613E+001, 2.2222667E+001, 8.7562172E+001, 6.3059485E+001, 6.6177543E+001, 2.1526513E+001, 2.2886976E+001, 2.0000026E+001, 1.9999505E+001, 1.9999819E+001, 2.0000733E+001, 2.0005885E+001, 1.9998912E+001, 2.0000160E+001, 2.0000050E+001, 2.0002438E+001, 2.2518596E+001, 2.2477295E+001, 2.0837315E+001, 1.9999979E+001, 1.9999839E+001, 1.9999582E+001, 2.0000283E+001, 2.0000060E+001, 1.9999810E+001, 1.9999888E+001, 2.0000176E+001, 2.0000041E+001, 2.0000048E+001, 2.0000297E+001, 2.0000177E+001, 2.0000136E+001, 2.0000044E+001, 1.9999453E+001, 1.9999409E+001, 2.0000638E+001, 2.0000909E+001, 2.0000694E+001
 1.6561711E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 7.5877479E+000, 8.1430061E+000, 1.8770093E+001, 2.6191943E+001, 3.0000000E+001, 2.3964068E+001, 3.0000000E+001, 3.0000000E+001, 1.6788902E+001, 2.2966702E+001, 3.0000000E+001, 3.0000000E+001, 4.7956353E+000, 3.8865322E+000, 3.5465089E+000, 5.4072756E+000, 6.3761210E+000, 5.5295540E+000, 4.7283081E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.3077665E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.7900819E+001, 4.7359070E+001, 2.2037342E+001, 2.0271210E+001, 2.2146820E+001, 2.0356307E+001, 2.3443115E+001, 3.0378946E+001, 2.7437049E+001, 2.0084908E+001, 2.0483376E+001, 2.6341339E+001, 2.3644575E+001, 2.0107620E+001, 2.0077746E+001, 3.0394259E+001, 2.8281749E+001, 2.1097821E+001, 2.4858578E+001, 1.0959359E+002, 1.1553586E+002, 6.8210619E+001, 5.9881538E+001, 6.4641287E+001, 2.4259221E+001, 2.2074288E+001, 8.4404916E+001, 6.1782560E+001, 6.5809719E+001, 2.1545905E+001, 2.3124881E+001, 2.0000021E+001, 1.9999509E+001, 1.9999820E+001, 2.0000795E+001, 2.0005791E+001, 1.9998834E+001, 2.0000162E+001, 2.0000071E+001, 2.0002781E+001, 2.2669688E+001, 2.2510025E+001, 2.0906663E+001, 1.9999976E+001, 1.9999847E+001, 1.9999582E+001, 2.0000283E+001, 2.0000055E+001, 1.9999810E+001, 1.9999891E+001, 2.0000175E+001, 2.0000040E+001, 2.0000048E+001, 2.0000298E+001, 2.0000172E+001, 2.0000132E+001, 2.0000047E+001, 1.9999456E+001, 1.9999417E+001, 2.0000634E+001, 2.0000959E+001, 2.0000698E+001
 1.6620467E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 7.5494503E+000, 8.0371478E+000, 1.8473137E+001, 2.5422490E+001, 3.0000000E+001, 2.3361086E+001, 3.0000000E+001, 3.0000000E+001, 1.6709806E+001, 2.2633136E+001, 3.0000000E+001, 3.0000000E+001, 4.7892299E+000, 3.9457910E+000, 3.4554675E+000, 5.0733688E+000, 6.2860538E+000, 5.5858751E+000, 4.7035417E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.2761002E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.7743342E+001, 4.7515024E+001, 2.2280077E+001, 2.0250739E+001, 2.2048717E+001, 2.0310315E+001, 2.3826954E+001, 3.0258570E+001, 2.7592679E+001, 2.0196549E+001, 2.0424040E+001, 2.6665966E+001, 2.3716877E+001, 2.0090018E+001, 2.0077986E+001, 3.0314708E+001, 2.8399963E+001, 2.1169994E+001, 2.4892133E+001, 1.1895446E+002, 1.1429302E+002, 7.2613610E+001, 6.0173344E+001, 6.3457960E+001, 2.4242205E+001, 2.2040551E+001, 9.2106507E+001, 5.9996260E+001, 6.5653484E+001, 2.1582857E+001, 2.3244782E+001, 2.0000015E+001, 1.9999513E+001, 1.9999821E+001, 2.0000863E+001, 2.0005740E+001, 1.9998762E+001, 2.0000163E+001, 2.0000088E+001, 2.0003101E+001, 2.2689416E+001, 2.2546715E+001, 2.0978305E+001, 1.9999974E+001, 1.9999853E+001, 1.9999582E+001, 2.0000281E+001, 2.0000049E+001, 1.9999809E+001, 1.9999894E+001, 2.0000173E+001, 2.0000040E+001, 2.0000048E+001, 2.0000299E+001, 2.0000168E+001, 2.0000128E+001, 2.0000048E+001, 1.9999459E+001, 1.9999425E+001, 2.0000631E+001, 2.0001011E+001, 2.0000702E+001
 1.6681259E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 7.4052328E+000, 7.9119171E+000, 1.8613559E+001, 2.4940319E+001, 3.0000000E+001, 2.3044999E+001, 3.0000000E+001, 3.0000000E+001, 1.6641145E+001, 2.2508446E+001, 3.0000000E+001, 3.0000000E+001, 5.1961629E+000, 3.8778833E+000, 3.4731789E+000, 5.2263277E+000, 6.0643660E+000, 5.6497723E+000, 4.6938618E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.2614487E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.7882867E+001, 4.7862482E+001, 2.2542997E+001, 2.0241559E+001, 2.1902560E+001, 2.0277144E+001, 2.4209206E+001, 2.9971308E+001, 2.7689759E+001, 2.0295311E+001, 2.0369411E+001, 2.6921769E+001, 2.3834849E+001, 2.0076923E+001, 2.0077518E+001, 3.0268208E+001, 2.8470026E+001, 2.1212353E+001, 2.5092995E+001, 1.2730849E+002, 1.2021546E+002, 7.5495422E+001, 6.1499005E+001, 6.2425384E+001, 2.4145532E+001, 2.2138916E+001, 1.1154076E+002, 5.8787127E+001, 6.5881276E+001, 2.1683582E+001, 2.3253214E+001, 2.0000009E+001, 1.9999518E+001, 1.9999822E+001, 2.0000941E+001, 2.0005720E+001, 1.9998690E+001, 2.0000163E+001, 2.0000101E+001, 2.0003427E+001, 2.2588640E+001, 2.2574170E+001, 2.1034236E+001, 1.9999972E+001, 1.9999859E+001, 1.9999582E+001, 2.0000280E+001, 2.0000042E+001, 1.9999808E+001, 1.9999896E+001, 2.0000170E+001, 2.0000039E+001, 2.0000048E+001, 2.0000300E+001, 2.0000162E+001, 2.0000126E+001, 2.0000051E+001, 1.9999463E+001, 1.9999432E+001, 2.0000627E+001, 2.0001064E+001, 2.0000706E+001
 1.6740132E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 7.2696719E+000, 7.7972458E+000, 1.9313901E+001, 2.4823116E+001, 3.0000000E+001, 2.3045002E+001, 3.0000000E+001, 3.0000000E+001, 1.6591671E+001, 2.2564245E+001, 3.0000000E+001, 3.0000000E+001, 4.6785343E+000, 3.7234882E+000, 3.5128199E+000, 5.5804608E+000, 5.8186018E+000, 5.7994522E+000, 4.6994766E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.2582972E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.8337829E+001, 4.8263923E+001, 2.2793386E+001, 2.0244794E+001, 2.1740203E+001, 2.0257941E+001, 2.4584979E+001, 2.9606039E+001, 2.7708606E+001, 2.0355641E+001, 2.0318683E+001, 2.7107934E+001, 2.3997498E+001, 2.0067001E+001, 2.0076866E+001, 3.0345263E+001, 2.8455851E+001, 2.1242998E+001, 2.5387858E+001, 1.2966680E+002, 1.1917584E+002, 7.2280236E+001, 6.3887710E+001, 6.1695580E+001, 2.4058887E+001, 2.2408811E+001, 1.1706347E+002, 5.9281955E+001, 6.6382737E+001, 2.1939925E+001, 2.3210764E+001, 2.0000003E+001, 1.9999522E+001, 1.9999826E+001, 2.0001028E+001, 2.0005719E+001, 1.9998621E+001, 2.0000163E+001, 2.0000110E+001, 2.0003766E+001, 2.2390260E+001, 2.2599355E+001, 2.1054954E+001, 1.9999970E+001, 1.9999863E+001, 1.9999582E+001, 2.0000278E+001, 2.0000036E+001, 1.9999808E+001, 1.9999899E+001, 2.0000168E+001, 2.0000038E+001, 2.0000048E+001, 2.0000300E+001, 2.0000157E+001, 2.0000124E+001, 2.0000054E+001, 1.9999465E+001, 1.9999440E+001, 2.0000622E+001, 2.0001125E+001, 2.0000721E+001
 1.6801858E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 7.1904580E+000, 7.7026224E+000, 2.0299741E+001, 2.5072945E+001, 3.0000000E+001, 2.3444362E+001, 3.0000000E+001, 3.0000000E+001, 1.6550106E+001, 2.2731738E+001, 3.0000000E+001, 3.0000000E+001, 4.4429819E+000, 3.6229007E+000, 3.4792696E+000, 5.7164769E+000, 5.7255446E+000, 5.8592219E+000, 4.7092607E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.2580808E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.8805756E+001, 4.8601355E+001, 2.3010021E+001, 2.0257287E+001, 2.1586285E+001, 2.0251669E+001, 2.4748930E+001, 2.9227039E+001, 2.7690809E+001, 2.0372291E+001, 2.0267451E+001, 2.7201134E+001, 2.4186306E+001, 2.0059345E+001, 2.0076842E+001, 3.0435311E+001, 2.8322524E+001, 2.1268744E+001, 2.5623479E+001, 1.2966763E+002, 1.1841419E+002, 6.9228830E+001, 6.5797673E+001, 6.0604931E+001, 2.3988090E+001, 2.2901599E+001, 1.2405918E+002, 6.0792107E+001, 6.6620296E+001, 2.2295223E+001, 2.3135294E+001, 1.9999996E+001, 1.9999526E+001, 1.9999830E+001, 2.0001128E+001, 2.0005723E+001, 1.9998558E+001, 2.0000158E+001, 2.0000117E+001, 2.0004122E+001, 2.2129518E+001, 2.2633943E+001, 2.1042086E+001, 1.9999968E+001, 1.9999868E+001, 1.9999582E+001, 2.0000276E+001, 2.0000030E+001, 1.9999807E+001, 1.9999901E+001, 2.0000165E+001, 2.0000037E+001, 2.0000048E+001, 2.0000301E+001, 2.0000153E+001, 2.0000120E+001, 2.0000057E+001, 1.9999468E+001, 1.9999447E+001, 2.0000618E+001, 2.0001185E+001, 2.0000728E+001
