s,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"SD.000","SD.001","SD.002","SD.003","SD.004","SD.005","SD.006","SD.007","SD.008","SD.009","SD.010","SD.011","SD.012","SD.013","SD.014","SD.015","SD.016","SD.017","SD.018","SD.019","SD.020","SD.021","SD.022","SD.023","SD.024","SD.025","SD.026","SD.027","SD.028","SD.029","SD.030","SD.201","SD.202","SD.203","SD.204","SD.205","SD.206","SD.207","SD.208","SD.209","SD.210","SD.211","SD.212","SD.213","SD.214","SD.215","SD.216","SD.217","SD.218","SD.219","SD.220","SD.221","SD.222","SD.223","SD.224","SD.225","SD.226","SD.227","SD.228","SD.229","SD.230","SD.231","TD.000","TD.001","TD.002","TD.003","TD.004","TD.005","TD.006","TD.007","TD.008","TD.009","TD.010","TD.011","TD.012","TD.013","TD.014","TD.015","TD.016","TD.017","TD.018","TD.019","TD.020","TD.021","TD.022","TD.023","TD.024","TD.025","TD.026","TD.027","TD.028","TD.029","TD.030","TD.201","TD.202","TD.203","TD.204","TD.205","TD.206","TD.207","TD.208","TD.209","TD.210","TD.211","TD.212","TD.213","TD.214","TD.215","TD.216","TD.217","TD.218","TD.219","TD.220","TD.221","TD.222","TD.223","TD.224","TD.225","TD.226","TD.227","TD.228","TD.229","TD.230","TD.231"
 4.3863237E+002, 6.2364701E+000, 7.3303972E+000, 8.3746582E+000, 4.2702201E+000, 5.1598610E+000, 7.6956179E+000, 6.2596130E+000, 2.6967864E+000, 2.6926205E+000, 3.8201862E+000, 4.0857817E+000, 4.3992939E+000, 4.2600789E+000, 5.6584544E+000, 5.3908526E+000, 3.5494793E+000, 3.7756021E+000, 4.0920774E+000, 4.5054206E+000, 3.9645195E+000, 3.3012501E+000, 2.8369423E+000, 3.2275615E+000, 3.2075546E+000, 2.9787480E+000, 2.8082393E+000, 2.1589770E+001, 1.4102562E+001, 9.4587731E+000, 9.5043696E+000, 2.7421219E+000, 1.7646574E+001, 1.6989036E+001, 2.7494314E+001, 2.1681937E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 5.6530514E+001, 5.5997773E+001, 3.4081759E+001, 3.2489075E+001, 3.3886608E+001, 3.6073017E+001, 3.8999562E+001, 3.9543240E+001, 3.9006318E+001, 3.1252803E+001, 2.9641941E+001, 3.9154673E+001, 3.8189876E+001, 3.3667967E+001, 3.3909759E+001, 4.1942904E+001, 3.9680809E+001, 3.5478284E+001, 3.7354110E+001, 1.2688681E+002, 1.1705228E+002, 7.7282688E+001, 7.4789098E+001, 6.9455812E+001, 2.3230371E+001, 2.7047950E+001, 1.1831786E+002, 7.1099441E+001, 7.2728672E+001, 2.5946816E+001, 2.5383249E+001, 2.3185473E+001, 2.2752431E+001, 2.2266115E+001, 2.2996678E+001, 2.1625787E+001, 2.1580161E+001, 2.1704891E+001, 2.2390855E+001, 2.2170756E+001, 2.2035880E+001, 2.3397943E+001, 2.2562424E+001, 2.0002290E+001, 2.0028252E+001, 2.0409343E+001, 2.0240789E+001, 2.0008342E+001, 2.0050522E+001, 2.0002872E+001, 2.0016586E+001, 2.0371821E+001, 2.0449539E+001, 2.0018670E+001, 2.0003277E+001, 2.0008425E+001, 2.0046688E+001, 2.0001734E+001, 2.0000111E+001, 2.0002509E+001, 2.1150230E+001, 2.1263402E+001
 4.3920562E+002, 6.2492517E+000, 7.2691419E+000, 8.3353603E+000, 4.2731342E+000, 5.1659250E+000, 7.6971124E+000, 6.2699132E+000, 2.7087855E+000, 2.6917042E+000, 3.8083768E+000, 4.0770731E+000, 4.4037492E+000, 4.2835037E+000, 5.6795235E+000, 5.4157693E+000, 3.5451994E+000, 3.7776896E+000, 4.0881529E+000, 4.5066437E+000, 4.1432669E+000, 3.3812133E+000, 2.8109469E+000, 3.0978997E+000, 3.2249844E+000, 2.9732887E+000, 2.8000168E+000, 2.1012283E+001, 1.4415200E+001, 9.3513209E+000, 9.6793153E+000, 2.7367650E+000, 1.7613404E+001, 1.7248406E+001, 2.7567293E+001, 2.1276024E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 5.6257206E+001, 5.5911806E+001, 3.4027071E+001, 3.2548922E+001, 3.3896330E+001, 3.6077707E+001, 3.8956117E+001, 3.9036102E+001, 3.8873671E+001, 3.1219366E+001, 2.9647123E+001, 3.9084295E+001, 3.8147312E+001, 3.3725589E+001, 3.3924196E+001, 4.1915997E+001, 3.9646578E+001, 3.5395124E+001, 3.7345596E+001, 1.2637287E+002, 1.1338429E+002, 8.9584288E+001, 7.4445157E+001, 7.0203085E+001, 2.3343524E+001, 2.6735557E+001, 1.2414246E+002, 6.9853513E+001, 7.2944821E+001, 2.5872112E+001, 2.5594611E+001, 2.3192845E+001, 2.2763181E+001, 2.2217057E+001, 2.3109428E+001, 2.1623517E+001, 2.1567408E+001, 2.1696760E+001, 2.2330962E+001, 2.2187676E+001, 2.2113193E+001, 2.3504897E+001, 2.2526132E+001, 2.0002327E+001, 2.0027344E+001, 2.0412340E+001, 2.0236278E+001, 2.0008267E+001, 2.0056297E+001, 2.0002928E+001, 2.0019626E+001, 2.0370352E+001, 2.0448423E+001, 2.0018515E+001, 2.0003308E+001, 2.0008700E+001, 2.0047950E+001, 2.0001738E+001, 2.0000110E+001, 2.0002518E+001, 2.1144876E+001, 2.1262705E+001
 4.3981356E+002, 6.2526951E+000, 7.2428699E+000, 8.3126819E+000, 4.2999964E+000, 5.1694595E+000, 7.6980513E+000, 6.2696455E+000, 2.7116503E+000, 2.6854305E+000, 3.8107311E+000, 4.0701422E+000, 4.4093254E+000, 4.2982365E+000, 5.6951503E+000, 5.4267856E+000, 3.5445482E+000, 3.7797672E+000, 4.0849370E+000, 4.5079094E+000, 4.0248667E+000, 3.3809308E+000, 2.8678909E+000, 3.1202858E+000, 3.2243180E+000, 2.9669123E+000, 2.7973129E+000, 2.0304180E+001, 1.4915232E+001, 9.3430952E+000, 9.8793771E+000, 2.7319450E+000, 1.7573744E+001, 1.7443849E+001, 2.7553825E+001, 2.0925193E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 5.6057036E+001, 5.5810487E+001, 3.3979865E+001, 3.2571345E+001, 3.3886496E+001, 3.6102287E+001, 3.8940808E+001, 3.8459042E+001, 3.8805881E+001, 3.1203266E+001, 2.9675090E+001, 3.9045995E+001, 3.8151221E+001, 3.3782423E+001, 3.3914304E+001, 4.1705475E+001, 3.9610475E+001, 3.5350557E+001, 3.7323277E+001, 1.2691041E+002, 1.1366234E+002, 9.4975843E+001, 7.4112977E+001, 7.1286971E+001, 2.3482110E+001, 2.6409005E+001, 1.4454519E+002, 6.9453244E+001, 7.3739720E+001, 2.5801856E+001, 2.5747659E+001, 2.3200622E+001, 2.2782767E+001, 2.2177472E+001, 2.3182105E+001, 2.1608779E+001, 2.1550212E+001, 2.1683015E+001, 2.2256797E+001, 2.2191141E+001, 2.2171286E+001, 2.3609638E+001, 2.2492820E+001, 2.0002366E+001, 2.0026575E+001, 2.0415166E+001, 2.0233072E+001, 2.0008198E+001, 2.0061932E+001, 2.0002988E+001, 2.0022945E+001, 2.0368738E+001, 2.0447278E+001, 2.0018402E+001, 2.0003340E+001, 2.0008949E+001, 2.0049244E+001, 2.0001742E+001, 2.0000110E+001, 2.0002527E+001, 2.1139233E+001, 2.1261581E+001
 4.4041076E+002, 6.2516850E+000, 7.2395582E+000, 8.3062865E+000, 4.3487125E+000, 5.1703046E+000, 7.6964518E+000, 6.2586847E+000, 2.7090861E+000, 2.6746782E+000, 3.8265529E+000, 4.0631316E+000, 4.4166038E+000, 4.3043816E+000, 5.7005408E+000, 5.4225711E+000, 3.5600468E+000, 3.7808775E+000, 4.0829323E+000, 4.5092857E+000, 3.6413731E+000, 3.2828414E+000, 2.9168702E+000, 3.2278459E+000, 3.1985889E+000, 2.9626156E+000, 2.7997896E+000, 1.9556824E+001, 1.5367380E+001, 9.4174360E+000, 1.0099392E+001, 2.7285125E+000, 1.7515939E+001, 1.7553351E+001, 2.7577636E+001, 2.0501663E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 5.5923721E+001, 5.5671275E+001, 3.3939010E+001, 3.2550190E+001, 3.3831352E+001, 3.6148114E+001, 3.8912240E+001, 3.7808742E+001, 3.8823671E+001, 3.1205155E+001, 2.9745255E+001, 3.9036502E+001, 3.8160622E+001, 3.3856418E+001, 3.3876924E+001, 4.1204683E+001, 3.9566972E+001, 3.5358361E+001, 3.7290697E+001, 1.2695969E+002, 1.1556674E+002, 8.7797502E+001, 7.5727352E+001, 7.2328306E+001, 2.3654997E+001, 2.6217962E+001, 1.6199121E+002, 6.9747366E+001, 7.4415519E+001, 2.5733898E+001, 2.5824251E+001, 2.3209885E+001, 2.2806016E+001, 2.2157006E+001, 2.3223187E+001, 2.1582523E+001, 2.1529189E+001, 2.1649912E+001, 2.2200769E+001, 2.2181584E+001, 2.2185927E+001, 2.3740059E+001, 2.2474915E+001, 2.0002408E+001, 2.0025853E+001, 2.0417816E+001, 2.0231916E+001, 2.0008125E+001, 2.0067447E+001, 2.0003051E+001, 2.0026643E+001, 2.0367007E+001, 2.0446053E+001, 2.0018379E+001, 2.0003373E+001, 2.0009204E+001, 2.0050583E+001, 2.0001748E+001, 2.0000113E+001, 2.0002535E+001, 2.1133334E+001, 2.1259922E+001
 4.4102211E+002, 6.2539384E+000, 7.2524847E+000, 8.3049110E+000, 4.3986717E+000, 5.1687296E+000, 7.6737318E+000, 6.2467674E+000, 2.7044753E+000, 2.6640935E+000, 3.8750660E+000, 4.0560411E+000, 4.4235142E+000, 4.3034577E+000, 5.6988995E+000, 5.4044738E+000, 3.5917678E+000, 3.7800016E+000, 4.0836108E+000, 4.5087296E+000, 3.8348664E+000, 3.2880890E+000, 2.9408925E+000, 3.2762869E+000, 3.1868635E+000, 2.9589761E+000, 2.8040760E+000, 1.9057375E+001, 1.5749479E+001, 9.6027609E+000, 1.0312674E+001, 2.7262744E+000, 1.7429060E+001, 1.7568059E+001, 2.7536678E+001, 2.0017569E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 5.5827620E+001, 5.5510127E+001, 3.3909848E+001, 3.2495694E+001, 3.3734955E+001, 3.6234563E+001, 3.8824601E+001, 3.7118290E+001, 3.8949085E+001, 3.1235865E+001, 2.9868484E+001, 3.9061221E+001, 3.8160517E+001, 3.3977586E+001, 3.3802479E+001, 4.0546411E+001, 3.9542552E+001, 3.5392476E+001, 3.7261083E+001, 1.2048250E+002, 1.1637977E+002, 8.2555128E+001, 7.9133262E+001, 7.3602093E+001, 2.3840695E+001, 2.6019640E+001, 1.6362246E+002, 7.0462354E+001, 7.4259727E+001, 2.5669633E+001, 2.5812170E+001, 2.3221474E+001, 2.2827458E+001, 2.2157721E+001, 2.3243157E+001, 2.1551851E+001, 2.1505606E+001, 2.1608085E+001, 2.2171959E+001, 2.2173184E+001, 2.2178092E+001, 2.3900078E+001, 2.2480982E+001, 2.0002451E+001, 2.0025119E+001, 2.0420266E+001, 2.0233563E+001, 2.0008055E+001, 2.0072795E+001, 2.0003118E+001, 2.0030748E+001, 2.0365134E+001, 2.0444419E+001, 2.0018412E+001, 2.0003406E+001, 2.0009476E+001, 2.0051939E+001, 2.0001755E+001, 2.0000118E+001, 2.0002543E+001, 2.1127646E+001, 2.1257967E+001
 4.4162557E+002, 6.2505073E+000, 7.2797680E+000, 8.2988690E+000, 4.4500674E+000, 5.1626943E+000, 7.5947328E+000, 6.2367820E+000, 2.7060264E+000, 2.6572642E+000, 3.9529136E+000, 4.0491020E+000, 4.4288450E+000, 4.2967854E+000, 5.6974202E+000, 5.3791889E+000, 3.6217811E+000, 3.7768069E+000, 4.0863431E+000, 4.5055839E+000, 3.7286250E+000, 3.3445710E+000, 2.9608706E+000, 3.2921961E+000, 3.2018997E+000, 2.9605473E+000, 2.8053350E+000, 1.8848631E+001, 1.6044726E+001, 9.8762613E+000, 1.0492213E+001, 2.7257771E+000, 1.7318396E+001, 1.7510735E+001, 2.7316869E+001, 1.9489682E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 5.5675507E+001, 5.5359736E+001, 3.3909066E+001, 3.2394898E+001, 3.3621781E+001, 3.6385142E+001, 3.8693617E+001, 3.6702594E+001, 3.9215245E+001, 3.1338163E+001, 3.0043363E+001, 3.9146247E+001, 3.8161006E+001, 3.4161638E+001, 3.3687818E+001, 3.9901266E+001, 3.9567935E+001, 3.5438094E+001, 3.7243006E+001, 1.1598017E+002, 1.1537662E+002, 8.0473269E+001, 8.0805412E+001, 7.5227912E+001, 2.3979073E+001, 2.5875158E+001, 1.5197763E+002, 7.1043785E+001, 7.3759770E+001, 2.5607678E+001, 2.5723971E+001, 2.3234188E+001, 2.2851736E+001, 2.2178547E+001, 2.3253046E+001, 2.1511830E+001, 2.1484144E+001, 2.1569157E+001, 2.2156094E+001, 2.2175923E+001, 2.2180759E+001, 2.4045039E+001, 2.2512714E+001, 2.0002498E+001, 2.0024351E+001, 2.0422470E+001, 2.0237573E+001, 2.0007975E+001, 2.0078011E+001, 2.0003190E+001, 2.0034954E+001, 2.0363090E+001, 2.0442314E+001, 2.0018539E+001, 2.0003441E+001, 2.0009761E+001, 2.0053322E+001, 2.0001762E+001, 2.0000124E+001, 2.0002550E+001, 2.1122230E+001, 2.1255631E+001
 4.4222932E+002, 6.2379846E+000, 7.3268110E+000, 8.2911024E+000, 4.5007861E+000, 5.1464760E+000, 7.4584634E+000, 6.2285846E+000, 2.7117866E+000, 2.6562868E+000, 4.0114324E+000, 4.0431195E+000, 4.4216985E+000, 4.2839864E+000, 5.6976643E+000, 5.3573055E+000, 3.6301912E+000, 3.7719472E+000, 4.0898836E+000, 4.5023697E+000, 3.8747715E+000, 3.3649024E+000, 2.9446802E+000, 3.3109173E+000, 3.2252763E+000, 2.9655224E+000, 2.8025854E+000, 1.8894777E+001, 1.6135972E+001, 1.0195665E+001, 1.0625553E+001, 2.7285705E+000, 1.7203670E+001, 1.7428894E+001, 2.6881081E+001, 1.8962030E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 5.5516079E+001, 5.5311255E+001, 3.3952069E+001, 3.2250519E+001, 3.3519121E+001, 3.6590970E+001, 3.8565119E+001, 3.6761866E+001, 3.9503330E+001, 3.1509376E+001, 3.0267784E+001, 3.9272095E+001, 3.8167735E+001, 3.4390430E+001, 3.3589189E+001, 3.9701313E+001, 3.9654942E+001, 3.5466464E+001, 3.7238583E+001, 1.1930928E+002, 1.1475026E+002, 7.8345812E+001, 8.0120151E+001, 7.6742566E+001, 2.4025927E+001, 2.5898371E+001, 1.3287363E+002, 7.1257865E+001, 7.3496408E+001, 2.5541309E+001, 2.5581709E+001, 2.3246087E+001, 2.2883561E+001, 2.2220760E+001, 2.3257366E+001, 2.1463508E+001, 2.1474402E+001, 2.1540869E+001, 2.2155388E+001, 2.2187201E+001, 2.2198454E+001, 2.4128290E+001, 2.2556875E+001, 2.0002547E+001, 2.0023542E+001, 2.0424467E+001, 2.0243449E+001, 2.0007886E+001, 2.0083045E+001, 2.0003264E+001, 2.0039111E+001, 2.0360926E+001, 2.0439685E+001, 2.0018731E+001, 2.0003477E+001, 2.0010065E+001, 2.0054691E+001, 2.0001769E+001, 2.0000130E+001, 2.0002555E+001, 2.1117710E+001, 2.1253049E+001
 4.4282549E+002, 6.2209956E+000, 7.4064279E+000, 8.2877655E+000, 4.5310237E+000, 5.1189664E+000, 7.2930352E+000, 6.2186352E+000, 2.7128035E+000, 2.6591105E+000, 4.0363381E+000, 4.0388473E+000, 4.3981670E+000, 4.2622129E+000, 5.7011393E+000, 5.3443876E+000, 3.6175599E+000, 3.7666647E+000, 4.0916024E+000, 4.4987630E+000, 3.8891474E+000, 3.3169621E+000, 2.9612876E+000, 3.3179764E+000, 3.2285171E+000, 2.9689466E+000, 2.7980584E+000, 1.9148610E+001, 1.6004996E+001, 1.0504603E+001, 1.0713857E+001, 2.7330779E+000, 1.7101724E+001, 1.7337282E+001, 2.6398405E+001, 1.8464956E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 5.5485519E+001, 5.5453398E+001, 3.4034534E+001, 3.2100510E+001, 3.3453530E+001, 3.6805980E+001, 3.8444384E+001, 3.7269996E+001, 3.9695537E+001, 3.1659219E+001, 3.0471042E+001, 3.9400657E+001, 3.8185811E+001, 3.4559415E+001, 3.3505844E+001, 3.9689448E+001, 3.9772849E+001, 3.5471399E+001, 3.7256971E+001, 1.1997837E+002, 1.1591047E+002, 7.5753094E+001, 7.8731150E+001, 7.6970713E+001, 2.4062427E+001, 2.5964026E+001, 1.2503602E+002, 7.1706922E+001, 7.3501495E+001, 2.5467989E+001, 2.5411961E+001, 2.3258625E+001, 2.2921426E+001, 2.2270622E+001, 2.3269928E+001, 2.1414610E+001, 2.1481127E+001, 2.1536293E+001, 2.2170169E+001, 2.2198570E+001, 2.2233194E+001, 2.4166738E+001, 2.2600995E+001, 2.0002597E+001, 2.0022696E+001, 2.0426336E+001, 2.0250620E+001, 2.0007789E+001, 2.0087958E+001, 2.0003342E+001, 2.0043184E+001, 2.0359089E+001, 2.0436798E+001, 2.0019003E+001, 2.0003514E+001, 2.0010384E+001, 2.0056039E+001, 2.0001777E+001, 2.0000137E+001, 2.0002558E+001, 2.1113778E+001, 2.1250236E+001
 4.4340510E+002, 6.1997539E+000, 7.5136614E+000, 8.2836965E+000, 4.5355577E+000, 5.0894486E+000, 7.1428138E+000, 6.2070976E+000, 2.7073905E+000, 2.6643101E+000, 4.0375318E+000, 4.0365655E+000, 4.3680246E+000, 4.2362925E+000, 5.7165733E+000, 5.3404668E+000, 3.5975728E+000, 3.7609366E+000, 4.0907804E+000, 4.4878027E+000, 3.8306970E+000, 3.2758149E+000, 3.0583835E+000, 3.2708337E+000, 3.2057901E+000, 2.9669716E+000, 2.7934355E+000, 1.9340274E+001, 1.5771160E+001, 1.0754736E+001, 1.0767783E+001, 2.7361221E+000, 1.7027198E+001, 1.7228140E+001, 2.5949986E+001, 1.8000264E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 5.5638008E+001, 5.5712771E+001, 3.4129300E+001, 3.1973375E+001, 3.3440910E+001, 3.6982104E+001, 3.8352441E+001, 3.8094412E+001, 3.9748240E+001, 3.1736303E+001, 3.0568537E+001, 3.9520531E+001, 3.8189399E+001, 3.4578033E+001, 3.3442607E+001, 3.9733912E+001, 3.9878281E+001, 3.5439323E+001, 3.7294191E+001, 1.0989360E+002, 1.1598106E+002, 7.9005357E+001, 7.8081646E+001, 7.6242022E+001, 2.4251122E+001, 2.5981262E+001, 1.1459219E+002, 7.2068211E+001, 7.3402580E+001, 2.5393118E+001, 2.5237536E+001, 2.3271808E+001, 2.2960420E+001, 2.2317153E+001, 2.3282676E+001, 2.1370578E+001, 2.1500073E+001, 2.1548820E+001, 2.2186624E+001, 2.2214461E+001, 2.2268541E+001, 2.4175016E+001, 2.2632993E+001, 2.0002649E+001, 2.0021874E+001, 2.0428070E+001, 2.0258260E+001, 2.0007688E+001, 2.0092521E+001, 2.0003423E+001, 2.0047120E+001, 2.0358565E+001, 2.0433910E+001, 2.0019339E+001, 2.0003551E+001, 2.0010708E+001, 2.0057364E+001, 2.0001785E+001, 2.0000145E+001, 2.0002561E+001, 2.1110694E+001, 2.1247156E+001
 4.4401300E+002, 6.1687005E+000, 7.6141655E+000, 8.2826982E+000, 4.5177721E+000, 5.0676153E+000, 7.0543689E+000, 6.1943272E+000, 2.6966122E+000, 2.6712192E+000, 4.0253081E+000, 4.0354470E+000, 4.3442040E+000, 4.2095971E+000, 5.7392705E+000, 5.3436236E+000, 3.5703723E+000, 3.7548491E+000, 4.0875335E+000, 4.4621148E+000, 4.1488333E+000, 3.3037755E+000, 3.1329210E+000, 3.2562962E+000, 3.1827687E+000, 2.9636765E+000, 2.7891458E+000, 1.9201609E+001, 1.5547290E+001, 1.0951164E+001, 1.0800670E+001, 2.7382542E+000, 1.6979076E+001, 1.7065003E+001, 2.5549780E+001, 1.7551324E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.9966851E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 5.5867213E+001, 5.5997981E+001, 3.4207304E+001, 3.1865084E+001, 3.3470600E+001, 3.7097585E+001, 3.8312600E+001, 3.9059052E+001, 3.9706237E+001, 3.1737072E+001, 3.0589054E+001, 3.9639106E+001, 3.8198939E+001, 3.4485283E+001, 3.3385745E+001, 4.0025035E+001, 3.9964298E+001, 3.5388184E+001, 3.7352465E+001, 1.0070692E+002, 1.0923965E+002, 8.3878366E+001, 7.8460042E+001, 7.5250528E+001, 2.4558547E+001, 2.5943091E+001, 1.2521214E+002, 7.2129688E+001, 7.3076307E+001, 2.5314078E+001, 2.5069143E+001, 2.3282681E+001, 2.3004459E+001, 2.2357870E+001, 2.3299241E+001, 2.1329422E+001, 2.1528866E+001, 2.1575872E+001, 2.2197318E+001, 2.2234916E+001, 2.2280132E+001, 2.4161309E+001, 2.2655678E+001, 2.0002703E+001, 2.0021118E+001, 2.0429671E+001, 2.0265735E+001, 2.0007579E+001, 2.0096974E+001, 2.0003508E+001, 2.0050960E+001, 2.0361836E+001, 2.0431183E+001, 2.0019769E+001, 2.0003589E+001, 2.0011035E+001, 2.0058734E+001, 2.0001795E+001, 2.0000156E+001, 2.0002564E+001, 2.1108652E+001, 2.1243674E+001
